Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,update.py,update_trails,Long message chain,116,,,Message chain at line 116 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,124,,,Message chain at line 124 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,133,,,Message chain at line 133 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,139,,,Message chain at line 139 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,146,,,Message chain at line 146 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,152,,,Message chain at line 152 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,164,,,Message chain at line 164 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,166,,,Message chain at line 166 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,172,,,Message chain at line 172 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,202,,,Message chain at line 202 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,250,,,Message chain at line 250 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,255,,,Message chain at line 255 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,262,,,Message chain at line 262 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,301,,,Message chain at line 301 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,302,,,Message chain at line 302 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,309,,,Message chain at line 309 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,311,,,Message chain at line 311 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,315,,,Message chain at line 315 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,316,,,Message chain at line 316 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_trails,Long message chain,317,,,Message chain at line 317 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,update_ipcat,Long message chain,349,,,Message chain at line 349 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,main,Long message chain,385,,,Message chain at line 385 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,main,Long message chain,397,,,Message chain at line 397 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,update.py,main,Long message chain,421,,,Message chain at line 421 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,common.py,get_regex,Complex method,,176,221,Method 'get_regex' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,common.py,get_regex,Long method,,176,221,Method 'get_regex' has 46 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,common.py,get_regex,Complex conditional,196,,,Conditional at line 196 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,common.py,get_regex,Complex conditional,201,,,Conditional at line 201 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,common.py,retrieve_content,Long statement,50,,,Line 50 has 150 characters (threshold: 120). Break into multiple lines.
dataset,common.py,get_regex,Long statement,217,,,Line 217 has 156 characters (threshold: 120). Break into multiple lines.
dataset,common.py,file_level,Long identifier,30,,,Identifier 'MAX_HELP_OPTION_LENGTH' has 23 characters (threshold: 20). Consider shortening.
dataset,common.py,file_level,Long identifier,31,,,Identifier 'STATIC_IPCAT_LOOKUPS' has 22 characters (threshold: 20). Consider shortening.
dataset,common.py,get_regex,Magic number,196,,,Magic number 65535 found in 'get_regex'. Define as UNICODE_MAX_VALUE = 65535.
dataset,common.py,file_level,Long lambda function,50,,,Lambda at line 50 has 95 characters (threshold: 80). Convert to named function.
dataset,common.py,retrieve_content,Long message chain,50,,,Message chain at line 50 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,common.py,get_regex,Long message chain,217,,,Message chain at line 217 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,badips.py,fetch,Magic number,12,,,Magic number 7 found in '__check__' assignment. Define as DAYS_THRESHOLD = 7.
dataset,torproject.py,fetch,Magic number,10,,,Magic number 1.1.1.1 found in 'fetch'. Define as TOR_CHECK_IP = '1.1.1.1'.
dataset,dataplane.py,fetch,Complex method,,14,26,Method 'fetch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,dataplane.py,fetch,Complex conditional,22,,,Conditional at line 22 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,dataplane.py,fetch,Long statement,16,,,Line 16 has 333 characters (threshold: 120). Break into multiple lines.
dataset,alienvault.py,fetch,Complex method,,26,35,Method 'fetch' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,alienvault.py,fetch,Complex conditional,31,,,Conditional at line 31 has 5 logical operators (threshold: 2). Extract into named boolean variables.
dataset,alienvault.py,fetch,Long statement,31,,,Line 31 has 175 characters (threshold: 120). Break into multiple lines.
dataset,alienvault.py,file_level,Long lambda function,31,,,Lambda at line 31 has 95 characters (threshold: 80). Convert to named function.
dataset,alienvault.py,fetch,Long message chain,31,,,Message chain at line 31 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
